id,cycle,T24,T30,T50,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,RUL,WC,time_id,time_id_back
34.0,219.0,642.34,1581.66,1397.35,21.59,554.74,2387.99,9047.81,47.21,522.65,2388.0,8139.77,8.3597,393.0,39.05,23.4642,240.0,0,219.0,241.0
34.0,220.0,642.03,1586.39,1398.12,21.59,554.72,2388.06,9059.44,47.2,522.69,2387.97,8137.17,8.3685,392.0,39.04,23.4567,239.0,0,220.0,240.0
34.0,221.0,641.62,1584.74,1397.93,21.58,553.92,2388.02,9052.33,47.25,522.4,2388.02,8136.34,8.4138,392.0,39.01,23.528,238.0,0,221.0,239.0
34.0,222.0,642.28,1581.74,1387.77,21.59,554.81,2388.04,9052.25,47.05,522.83,2388.02,8134.52,8.3846,392.0,38.97,23.4816,237.0,0,222.0,238.0
34.0,223.0,641.73,1582.29,1390.98,21.58,554.04,2388.0,9053.82,47.15,522.22,2387.96,8138.81,8.3771,392.0,39.16,23.3201,236.0,0,223.0,237.0
34.0,224.0,641.87,1585.07,1398.26,21.59,554.38,2388.05,9056.32,47.12,522.73,2388.0,8144.97,8.3379,392.0,39.08,23.4749,235.0,0,224.0,236.0
34.0,225.0,642.34,1581.0,1398.41,21.59,554.63,2388.05,9057.0,47.22,522.66,2387.97,8138.07,8.368,392.0,38.92,23.4148,234.0,0,225.0,235.0
34.0,226.0,641.98,1583.59,1392.08,21.58,554.57,2388.01,9052.41,47.11,522.33,2387.99,8134.94,8.4038,390.0,39.09,23.4403,233.0,0,226.0,234.0
34.0,227.0,641.73,1583.65,1398.68,21.59,554.63,2387.99,9050.44,47.23,522.76,2388.01,8138.88,8.3764,390.0,38.98,23.4618,232.0,0,227.0,233.0
34.0,228.0,642.22,1582.02,1398.29,21.59,554.14,2387.98,9047.44,47.15,522.43,2387.98,8136.59,8.3561,393.0,39.12,23.4913,231.0,0,228.0,232.0
34.0,229.0,642.81,1583.45,1390.84,21.58,554.19,2388.0,9050.1,47.17,522.33,2388.01,8131.37,8.3664,391.0,39.05,23.4403,230.0,0,229.0,231.0
34.0,230.0,641.53,1579.3,1398.49,21.59,554.3,2387.99,9057.83,47.12,522.71,2387.99,8140.47,8.367,392.0,39.15,23.5101,229.0,0,230.0,230.0
34.0,231.0,641.76,1581.11,1397.54,21.59,554.99,2387.98,9061.4,47.2,522.8,2387.96,8135.64,8.3809,391.0,39.07,23.3802,228.0,0,231.0,229.0
34.0,232.0,642.12,1584.74,1401.87,21.59,554.48,2387.99,9054.08,47.18,523.06,2388.0,8137.01,8.3703,392.0,39.18,23.3593,227.0,0,232.0,228.0
34.0,233.0,642.01,1578.22,1403.5,21.58,554.55,2387.99,9052.23,47.06,522.19,2387.94,8142.66,8.434,391.0,38.87,23.4102,226.0,0,233.0,227.0
34.0,234.0,642.13,1585.97,1398.44,21.59,554.76,2387.98,9058.2,47.02,522.72,2387.98,8140.18,8.3798,391.0,38.89,23.4955,225.0,0,234.0,226.0
34.0,235.0,642.07,1588.87,1392.29,21.59,554.61,2388.05,9056.97,47.25,522.94,2387.97,8142.79,8.3793,393.0,39.04,23.4186,224.0,0,235.0,225.0
34.0,236.0,642.36,1583.25,1398.67,21.58,554.2,2387.96,9055.61,47.3,523.0,2388.05,8137.15,8.404,390.0,39.02,23.4703,223.0,0,236.0,224.0
34.0,237.0,642.49,1585.8,1397.79,21.58,555.8,2388.02,9054.83,47.05,522.8,2388.0,8134.96,8.3824,389.0,39.1,23.4417,222.0,0,237.0,223.0
34.0,238.0,641.83,1576.4,1395.96,21.58,555.19,2387.98,9057.35,47.28,523.2,2388.03,8136.97,8.3893,392.0,39.03,23.5094,221.0,0,238.0,222.0
34.0,239.0,642.14,1584.09,1397.53,21.58,554.28,2387.98,9053.56,47.15,522.44,2388.04,8140.51,8.3931,392.0,39.13,23.4991,220.0,0,239.0,221.0
34.0,240.0,642.54,1580.72,1402.94,21.59,555.2,2387.96,9050.43,47.21,522.63,2387.98,8135.94,8.3751,391.0,39.05,23.4509,219.0,0,240.0,220.0
34.0,241.0,642.38,1581.52,1400.65,21.59,554.85,2388.02,9061.08,47.23,523.38,2388.05,8136.4,8.3742,392.0,39.05,23.4978,218.0,0,241.0,219.0
34.0,242.0,642.15,1584.8,1400.23,21.58,555.13,2388.0,9056.02,47.23,522.41,2387.99,8139.21,8.3832,392.0,39.2,23.4047,217.0,0,242.0,218.0
34.0,243.0,642.08,1585.46,1397.38,21.58,555.07,2388.09,9060.76,46.97,522.67,2388.02,8133.86,8.4071,392.0,39.32,23.4731,216.0,0,243.0,217.0
34.0,244.0,642.08,1581.16,1395.5,21.58,554.82,2388.02,9056.93,47.11,522.53,2387.95,8137.51,8.3958,390.0,39.03,23.4311,215.0,0,244.0,216.0
34.0,245.0,641.72,1585.32,1396.81,21.59,555.34,2388.02,9053.89,47.27,523.59,2388.05,8138.2,8.4075,392.0,39.16,23.478,214.0,0,245.0,215.0
34.0,246.0,641.82,1582.42,1394.5,21.59,554.76,2387.94,9051.67,47.02,522.67,2388.05,8137.87,8.3695,392.0,39.09,23.4839,213.0,0,246.0,214.0
34.0,247.0,642.58,1584.76,1396.55,21.58,554.4,2387.99,9046.08,47.14,522.31,2387.95,8137.83,8.3669,390.0,39.06,23.4468,212.0,0,247.0,213.0
34.0,248.0,642.51,1588.72,1397.82,21.58,555.26,2388.03,9058.52,47.21,523.1,2388.07,8136.42,8.3722,391.0,39.16,23.4449,211.0,0,248.0,212.0
34.0,249.0,641.75,1587.42,1393.4,21.59,555.32,2388.03,9057.44,47.15,522.79,2388.05,8135.46,8.3622,390.0,39.06,23.3378,210.0,0,249.0,211.0
34.0,250.0,642.0,1579.28,1389.73,21.59,554.8,2388.0,9042.74,47.18,522.85,2388.05,8140.73,8.3682,392.0,39.05,23.4368,209.0,0,250.0,210.0
34.0,251.0,642.08,1585.06,1403.77,21.59,555.5,2388.02,9057.26,47.17,522.95,2388.07,8140.55,8.3681,391.0,39.11,23.394,208.0,0,251.0,209.0
34.0,252.0,641.89,1585.43,1402.54,21.59,555.5,2388.03,9052.27,47.27,523.51,2388.0,8141.3,8.3646,390.0,39.13,23.5165,207.0,0,252.0,208.0
34.0,253.0,641.5,1591.14,1397.8,21.58,555.19,2388.03,9056.07,47.29,522.18,2388.01,8139.6,8.3712,391.0,39.12,23.4536,206.0,0,253.0,207.0
34.0,254.0,642.93,1588.77,1393.12,21.59,554.89,2388.03,9048.39,47.26,522.61,2387.98,8139.82,8.3558,391.0,39.08,23.515,205.0,0,254.0,206.0
34.0,255.0,642.09,1585.19,1395.58,21.58,555.0,2388.02,9059.25,47.09,522.53,2388.0,8139.62,8.3549,389.0,38.98,23.5064,204.0,0,255.0,205.0
34.0,256.0,642.02,1587.82,1400.29,21.59,555.57,2388.05,9051.77,47.15,522.95,2388.05,8139.5,8.3391,391.0,38.98,23.5316,203.0,0,256.0,204.0
34.0,257.0,642.38,1581.36,1405.53,21.58,555.71,2388.04,9055.09,47.25,523.2,2388.0,8141.34,8.3498,391.0,39.17,23.5224,202.0,0,257.0,203.0
34.0,258.0,641.97,1586.86,1395.25,21.58,555.46,2388.02,9061.8,47.34,523.08,2387.98,8142.75,8.3829,391.0,39.01,23.4674,201.0,0,258.0,202.0
34.0,259.0,641.6,1583.4,1400.41,21.58,555.4,2388.0,9050.68,47.27,523.29,2387.98,8139.81,8.3692,392.0,38.96,23.5093,200.0,0,259.0,201.0
34.0,260.0,642.31,1583.58,1398.28,21.58,555.31,2388.03,9061.91,46.95,522.78,2388.05,8140.35,8.3627,392.0,38.92,23.4144,199.0,0,260.0,200.0
34.0,261.0,642.39,1580.85,1391.43,21.59,554.67,2388.06,9061.29,47.14,523.05,2388.05,8139.72,8.3765,391.0,38.84,23.4688,198.0,0,261.0,199.0
34.0,262.0,642.15,1587.19,1394.97,21.59,555.41,2388.04,9054.82,47.01,523.59,2387.97,8136.71,8.3592,391.0,39.1,23.4716,197.0,0,262.0,198.0
34.0,263.0,642.13,1583.42,1390.04,21.59,555.04,2388.06,9057.52,47.23,523.04,2387.99,8137.66,8.3816,393.0,39.15,23.4252,196.0,0,263.0,197.0
34.0,264.0,642.04,1584.01,1400.53,21.58,555.25,2387.96,9059.1,47.28,522.96,2388.02,8139.69,8.3524,392.0,39.15,23.4613,195.0,0,264.0,196.0
34.0,265.0,642.21,1591.5,1403.69,21.58,555.3,2387.99,9056.01,47.09,522.78,2388.05,8139.49,8.3573,392.0,38.87,23.412,194.0,0,265.0,195.0
34.0,266.0,642.45,1584.7,1404.39,21.59,555.57,2388.01,9059.54,47.22,523.69,2388.04,8143.88,8.3791,390.0,39.09,23.3861,193.0,0,266.0,194.0
34.0,267.0,642.07,1580.57,1398.79,21.59,555.42,2388.03,9062.81,47.27,523.62,2388.03,8136.37,8.3537,391.0,39.09,23.529,192.0,0,267.0,193.0
34.0,268.0,641.98,1585.59,1393.31,21.58,554.49,2388.0,9058.47,47.15,522.8,2388.01,8144.38,8.3464,392.0,38.98,23.3997,191.0,0,268.0,192.0
34.0,269.0,642.28,1590.69,1405.16,21.58,555.76,2387.97,9056.35,47.18,523.04,2387.99,8134.6,8.3358,392.0,38.86,23.5066,190.0,0,269.0,191.0
34.0,270.0,642.47,1586.44,1397.55,21.58,555.01,2388.0,9052.94,47.2,523.27,2388.01,8137.9,8.3475,391.0,39.17,23.4669,189.0,0,270.0,190.0
34.0,271.0,641.95,1580.44,1399.09,21.58,555.67,2388.01,9055.75,47.11,523.61,2388.03,8143.78,8.3784,393.0,38.88,23.434,188.0,0,271.0,189.0
34.0,272.0,642.18,1586.23,1392.48,21.58,555.4,2388.05,9056.41,47.19,522.56,2388.01,8142.24,8.381,391.0,39.05,23.5095,187.0,0,272.0,188.0
34.0,273.0,642.3,1583.01,1398.87,21.58,555.0,2388.07,9058.3,47.02,523.02,2387.99,8136.99,8.3381,392.0,39.04,23.4438,186.0,0,273.0,187.0
34.0,274.0,642.33,1589.28,1397.92,21.59,555.68,2388.01,9062.39,47.17,523.17,2388.0,8138.72,8.3632,391.0,38.99,23.4926,185.0,0,274.0,186.0
34.0,275.0,642.0,1586.31,1398.73,21.58,555.82,2388.03,9056.73,47.51,522.86,2388.06,8144.46,8.3631,392.0,39.15,23.4936,184.0,0,275.0,185.0
34.0,276.0,642.09,1579.66,1400.95,21.59,555.82,2388.05,9055.17,47.23,523.72,2388.03,8139.94,8.3431,392.0,38.99,23.4361,183.0,0,276.0,184.0
34.0,277.0,641.99,1577.67,1397.78,21.59,556.11,2388.06,9057.11,47.19,523.34,2388.06,8141.33,8.3823,392.0,38.96,23.4662,182.0,0,277.0,183.0
34.0,278.0,642.49,1583.06,1395.4,21.58,555.27,2388.05,9057.59,47.26,523.18,2388.01,8145.28,8.3787,392.0,38.93,23.4228,181.0,0,278.0,182.0
34.0,279.0,642.46,1590.0,1396.79,21.58,555.56,2388.03,9059.65,47.38,523.1,2388.02,8142.91,8.3826,391.0,39.11,23.3703,180.0,0,279.0,181.0
34.0,280.0,642.03,1580.52,1396.26,21.58,555.74,2387.96,9051.55,47.15,522.79,2388.01,8137.58,8.3727,392.0,39.0,23.4353,179.0,0,280.0,180.0
34.0,281.0,641.82,1582.61,1399.18,21.58,555.81,2387.99,9051.62,47.23,523.52,2387.99,8142.26,8.4128,391.0,39.0,23.4122,178.0,0,281.0,179.0
34.0,282.0,642.2,1587.53,1397.03,21.58,556.32,2388.03,9061.67,47.42,523.58,2388.1,8139.36,8.3892,391.0,39.18,23.4832,177.0,0,282.0,178.0
34.0,283.0,642.68,1583.11,1399.42,21.58,555.67,2388.03,9058.57,47.07,524.04,2388.02,8144.92,8.3296,389.0,39.03,23.3465,176.0,0,283.0,177.0
34.0,284.0,642.54,1580.13,1395.79,21.58,554.76,2387.97,9056.02,47.36,523.46,2388.05,8144.03,8.3467,391.0,39.08,23.4862,175.0,0,284.0,176.0
34.0,285.0,641.67,1591.07,1396.02,21.58,555.59,2387.99,9051.89,47.17,523.05,2388.01,8143.53,8.3438,392.0,39.19,23.4314,174.0,0,285.0,175.0
34.0,286.0,642.21,1582.97,1388.71,21.58,556.27,2388.05,9063.49,47.37,523.78,2388.06,8144.01,8.3595,392.0,39.08,23.6407,173.0,0,286.0,174.0
34.0,287.0,642.23,1583.54,1395.62,21.58,555.5,2388.03,9067.18,47.21,523.76,2388.05,8142.18,8.3451,391.0,39.0,23.4713,172.0,0,287.0,173.0
34.0,288.0,641.69,1583.84,1396.92,21.58,555.83,2388.01,9051.46,47.23,523.61,2387.98,8135.59,8.3529,393.0,39.24,23.4035,171.0,0,288.0,172.0
34.0,289.0,641.96,1576.1,1400.17,21.58,555.07,2388.05,9058.33,47.18,523.03,2387.98,8137.27,8.4043,392.0,39.05,23.4649,170.0,0,289.0,171.0
34.0,290.0,642.52,1584.58,1403.71,21.58,556.15,2388.04,9059.5,47.14,523.64,2388.05,8141.73,8.356,392.0,39.34,23.4423,169.0,0,290.0,170.0
34.0,291.0,642.54,1588.25,1395.41,21.59,555.97,2388.03,9059.31,47.01,523.74,2388.04,8143.86,8.3572,393.0,39.01,23.5912,168.0,0,291.0,169.0
34.0,292.0,641.98,1583.14,1395.45,21.58,556.32,2388.0,9065.52,47.16,523.46,2388.06,8142.3,8.3833,391.0,39.12,23.3666,167.0,0,292.0,168.0
34.0,293.0,642.25,1586.02,1396.06,21.58,555.99,2388.06,9052.24,47.31,524.12,2388.03,8143.89,8.3647,394.0,39.03,23.386,166.0,0,293.0,167.0
34.0,294.0,641.77,1588.31,1391.66,21.59,555.85,2388.02,9065.56,47.44,523.93,2388.05,8141.56,8.373,392.0,39.13,23.3935,165.0,0,294.0,166.0
34.0,295.0,641.96,1584.89,1395.74,21.58,555.91,2388.05,9061.07,47.38,523.91,2388.0,8145.14,8.3817,393.0,39.17,23.5382,164.0,0,295.0,165.0
34.0,296.0,642.07,1582.96,1397.4,21.58,555.47,2388.06,9058.67,47.23,522.89,2388.01,8139.68,8.3906,390.0,39.16,23.4222,163.0,0,296.0,164.0
34.0,297.0,642.73,1585.78,1397.26,21.58,556.19,2388.03,9061.25,47.39,523.89,2388.02,8145.11,8.3571,392.0,39.23,23.4257,162.0,0,297.0,163.0
34.0,298.0,642.06,1585.69,1405.55,21.58,555.94,2388.05,9058.88,47.25,524.41,2388.02,8143.8,8.3704,391.0,39.04,23.5027,161.0,0,298.0,162.0
34.0,299.0,642.23,1576.94,1398.03,21.58,555.33,2388.04,9050.01,47.19,523.83,2388.02,8142.57,8.3434,393.0,39.11,23.4929,160.0,0,299.0,161.0
34.0,300.0,642.19,1584.15,1397.21,21.58,555.5,2388.1,9064.55,47.12,523.23,2388.03,8141.87,8.3486,393.0,39.01,23.5239,159.0,0,300.0,160.0
34.0,301.0,642.2,1581.53,1391.66,21.58,555.61,2388.02,9051.56,47.17,523.74,2388.05,8140.74,8.3816,391.0,39.02,23.3403,158.0,0,301.0,159.0
34.0,302.0,641.64,1586.9,1396.72,21.58,556.0,2388.06,9063.64,47.39,523.8,2388.05,8142.75,8.3725,391.0,39.08,23.4775,157.0,0,302.0,158.0
34.0,303.0,642.13,1582.19,1396.24,21.58,555.88,2388.05,9061.96,47.19,523.21,2388.03,8139.54,8.3692,392.0,39.17,23.4678,156.0,0,303.0,157.0
34.0,304.0,642.14,1580.38,1399.85,21.58,555.79,2388.03,9058.98,47.2,523.71,2388.02,8142.42,8.3378,393.0,39.05,23.4322,155.0,0,304.0,156.0
34.0,305.0,642.08,1584.56,1399.12,21.58,556.16,2388.0,9059.62,47.26,523.99,2388.04,8142.89,8.3702,393.0,39.03,23.4843,154.0,0,305.0,155.0
34.0,306.0,641.91,1588.07,1395.64,21.58,556.27,2388.05,9053.61,47.29,523.85,2388.02,8138.23,8.359,394.0,39.11,23.4604,153.0,0,306.0,154.0
34.0,307.0,643.33,1583.17,1401.87,21.59,556.4,2388.09,9061.73,47.18,524.43,2388.09,8147.09,8.3149,392.0,39.12,23.4483,152.0,0,307.0,153.0
34.0,308.0,642.32,1582.96,1398.12,21.58,556.76,2388.04,9061.56,47.3,524.2,2388.08,8140.4,8.3203,392.0,39.21,23.4749,151.0,0,308.0,152.0
34.0,309.0,642.51,1590.95,1402.68,21.58,556.41,2388.05,9067.38,47.24,524.3,2388.04,8142.1,8.3737,392.0,39.07,23.3741,150.0,0,309.0,151.0
34.0,310.0,641.94,1581.75,1396.15,21.58,556.12,2388.02,9061.37,47.45,524.17,2388.03,8138.35,8.3543,392.0,39.19,23.3759,149.0,0,310.0,150.0
34.0,311.0,642.25,1586.81,1396.02,21.58,556.37,2387.96,9053.88,47.39,523.53,2388.01,8144.85,8.3888,393.0,39.14,23.5012,148.0,0,311.0,149.0
34.0,312.0,642.18,1585.57,1404.92,21.58,557.32,2388.03,9056.45,47.14,524.05,2387.99,8146.01,8.3475,393.0,39.11,23.4814,147.0,0,312.0,148.0
34.0,313.0,642.1,1580.96,1405.3,21.58,556.41,2388.02,9059.8,47.18,524.15,2388.07,8146.32,8.3604,394.0,39.3,23.4135,146.0,0,313.0,147.0
34.0,314.0,642.32,1588.82,1402.59,21.58,556.53,2388.07,9067.97,47.43,524.37,2388.05,8145.35,8.3626,393.0,39.05,23.4557,145.0,0,314.0,146.0
34.0,315.0,642.06,1580.26,1397.03,21.58,555.98,2388.04,9060.91,47.11,523.59,2388.05,8135.06,8.3686,393.0,39.01,23.4862,144.0,0,315.0,145.0
34.0,316.0,642.36,1587.58,1400.93,21.58,557.22,2388.07,9067.09,47.33,523.74,2388.09,8147.98,8.3676,391.0,39.02,23.4975,143.0,0,316.0,144.0
34.0,317.0,642.31,1586.88,1399.81,21.58,555.5,2388.08,9060.41,47.19,523.76,2388.03,8146.39,8.3311,393.0,39.21,23.5029,142.0,0,317.0,143.0
34.0,318.0,641.83,1584.12,1402.38,21.58,556.47,2388.03,9066.94,47.31,524.18,2388.0,8142.9,8.3821,391.0,39.12,23.4686,141.0,0,318.0,142.0
34.0,319.0,641.46,1587.07,1409.22,21.58,556.26,2388.07,9063.01,47.36,523.79,2388.03,8142.4,8.3353,391.0,39.17,23.5106,140.0,0,319.0,141.0
34.0,320.0,642.15,1587.05,1401.36,21.59,557.08,2388.12,9064.85,47.36,525.09,2388.06,8144.5,8.365,393.0,39.24,23.4626,139.0,0,320.0,140.0
34.0,321.0,642.27,1591.47,1396.8,21.58,556.7,2388.05,9060.65,47.26,524.06,2388.05,8145.5,8.3417,391.0,39.23,23.4519,138.0,0,321.0,139.0
34.0,322.0,642.32,1581.36,1398.93,21.58,556.99,2388.07,9064.91,47.36,524.05,2388.0,8143.4,8.3672,392.0,39.27,23.418,137.0,0,322.0,138.0
34.0,323.0,642.7,1590.47,1404.43,21.58,556.99,2388.09,9060.02,47.28,524.02,2388.06,8143.55,8.3727,392.0,39.1,23.3511,136.0,0,323.0,137.0
34.0,324.0,642.47,1583.07,1394.65,21.58,557.14,2388.07,9070.18,47.45,525.18,2388.09,8148.84,8.3881,393.0,38.96,23.5169,135.0,0,324.0,136.0
34.0,325.0,642.67,1589.12,1402.26,21.58,556.9,2388.12,9056.66,47.2,524.77,2388.06,8144.01,8.3376,392.0,38.91,23.5645,134.0,0,325.0,135.0
34.0,326.0,642.47,1585.6,1397.88,21.58,557.56,2388.02,9067.73,47.17,524.7,2388.06,8148.22,8.367,393.0,39.09,23.5337,133.0,0,326.0,134.0
34.0,327.0,642.05,1589.45,1398.83,21.58,556.92,2388.09,9059.34,47.36,524.5,2388.07,8138.68,8.3693,391.0,39.09,23.4365,132.0,0,327.0,133.0
34.0,328.0,641.8,1584.82,1405.28,21.58,556.66,2388.11,9064.34,47.41,524.67,2388.17,8149.49,8.319,393.0,39.17,23.4961,131.0,0,328.0,132.0
34.0,329.0,642.4,1590.43,1399.98,21.58,556.9,2388.08,9063.96,47.24,525.15,2388.02,8142.88,8.3765,392.0,39.25,23.4194,130.0,0,329.0,131.0
34.0,330.0,642.21,1585.37,1398.72,21.58,556.92,2388.13,9064.42,47.39,524.83,2388.06,8148.33,8.3555,391.0,39.03,23.5124,129.0,0,330.0,130.0
34.0,331.0,641.9,1582.37,1404.95,21.58,556.19,2388.11,9062.05,47.44,524.09,2388.09,8143.15,8.3513,391.0,39.08,23.5107,128.0,0,331.0,129.0
34.0,332.0,642.28,1589.81,1404.54,21.59,557.87,2388.09,9070.1,47.33,524.77,2388.06,8146.78,8.3568,391.0,39.09,23.4724,127.0,0,332.0,128.0
34.0,333.0,642.56,1588.14,1396.3,21.58,556.57,2388.1,9065.84,47.43,524.32,2388.08,8145.12,8.3713,392.0,39.1,23.4052,126.0,0,333.0,127.0
34.0,334.0,642.5,1588.15,1394.22,21.58,557.49,2388.09,9064.32,47.53,524.57,2388.05,8148.0,8.3592,392.0,39.14,23.3782,125.0,0,334.0,126.0
34.0,335.0,642.56,1582.75,1395.07,21.58,557.68,2388.06,9062.13,47.24,524.58,2388.15,8143.34,8.3649,392.0,39.15,23.5442,124.0,0,335.0,125.0
34.0,336.0,642.63,1582.42,1408.68,21.58,556.67,2388.08,9066.03,47.18,524.22,2388.07,8141.1,8.3229,391.0,39.21,23.5532,123.0,0,336.0,124.0
34.0,337.0,642.06,1586.94,1402.36,21.58,557.5,2388.12,9068.09,47.37,525.57,2388.12,8145.36,8.3464,391.0,39.18,23.6175,122.0,0,337.0,123.0
34.0,338.0,642.0,1591.5,1400.44,21.58,556.6,2388.05,9065.71,47.47,524.67,2388.1,8144.14,8.367,393.0,39.23,23.5368,121.0,0,338.0,122.0
34.0,339.0,642.26,1582.41,1401.59,21.58,557.45,2388.09,9063.11,47.33,525.47,2388.11,8145.7,8.3378,391.0,39.24,23.4119,120.0,0,339.0,121.0
34.0,340.0,642.15,1593.27,1407.4,21.58,557.55,2388.05,9068.38,47.33,525.48,2388.1,8143.32,8.3111,394.0,39.07,23.5327,119.0,0,340.0,120.0
34.0,341.0,642.35,1581.38,1404.29,21.58,557.26,2388.14,9068.35,47.25,525.31,2388.11,8143.7,8.3536,394.0,39.13,23.4938,118.0,0,341.0,119.0
34.0,342.0,642.16,1590.76,1406.89,21.58,557.65,2388.07,9080.01,47.48,526.21,2388.12,8161.37,8.3426,392.0,39.25,23.5698,117.0,0,342.0,118.0
34.0,343.0,642.11,1589.1,1399.98,21.57,556.9,2388.04,9070.3,47.45,524.44,2387.98,8143.91,8.3429,393.0,39.16,23.545,116.0,0,343.0,117.0
34.0,344.0,642.97,1590.51,1401.15,21.58,557.82,2388.01,9068.25,47.43,525.22,2388.14,8145.81,8.3505,391.0,39.02,23.5023,115.0,0,344.0,116.0
34.0,345.0,642.38,1583.32,1398.41,21.58,558.11,2388.07,9060.31,47.39,525.34,2388.05,8151.76,8.3481,393.0,39.18,23.5383,114.0,0,345.0,115.0
34.0,346.0,642.05,1586.19,1399.89,21.58,557.96,2388.11,9062.9,47.37,525.84,2388.06,8150.52,8.3456,393.0,39.3,23.4655,113.0,0,346.0,114.0
34.0,347.0,641.86,1591.81,1403.9,21.58,558.39,2388.11,9079.05,47.42,525.02,2388.11,8143.62,8.347,393.0,39.18,23.6105,112.0,0,347.0,113.0
34.0,348.0,642.24,1584.45,1404.18,21.58,557.46,2388.07,9069.15,47.28,525.1,2388.13,8151.29,8.3406,392.0,39.05,23.5279,111.0,0,348.0,112.0
34.0,349.0,642.44,1584.1,1412.78,21.58,557.87,2388.1,9062.75,47.29,525.77,2388.09,8147.53,8.3544,394.0,39.37,23.5575,110.0,0,349.0,111.0
34.0,350.0,642.29,1582.05,1404.55,21.58,557.93,2388.11,9073.64,47.32,525.44,2388.12,8152.7,8.3479,391.0,39.08,23.5381,109.0,0,350.0,110.0
34.0,351.0,642.87,1586.13,1403.89,21.59,558.49,2388.12,9074.79,47.57,525.7,2388.16,8152.17,8.2931,393.0,39.29,23.5319,108.0,0,351.0,109.0
34.0,352.0,642.21,1590.72,1402.55,21.58,557.41,2388.07,9076.21,47.46,525.98,2388.08,8149.96,8.3389,393.0,39.08,23.5559,107.0,0,352.0,108.0
34.0,353.0,643.1,1591.09,1401.66,21.58,557.09,2388.08,9067.54,47.33,525.37,2388.12,8149.53,8.3811,394.0,39.1,23.4868,106.0,0,353.0,107.0
34.0,354.0,642.66,1586.7,1399.73,21.58,557.89,2388.06,9067.84,47.44,525.78,2388.13,8150.6,8.3635,392.0,39.13,23.5852,105.0,0,354.0,106.0
34.0,355.0,642.32,1586.92,1398.65,21.58,557.85,2388.12,9070.53,47.53,525.26,2388.07,8150.92,8.3573,391.0,39.16,23.4791,104.0,0,355.0,105.0
34.0,356.0,641.47,1589.88,1401.63,21.58,557.8,2388.09,9069.05,47.4,525.27,2388.1,8150.52,8.314,391.0,39.15,23.5495,103.0,0,356.0,104.0
34.0,357.0,642.58,1584.58,1400.84,21.58,558.48,2388.09,9070.58,47.48,525.52,2388.1,8149.65,8.3511,392.0,39.25,23.4803,102.0,0,357.0,103.0
34.0,358.0,642.57,1586.18,1406.63,21.58,558.34,2388.1,9078.28,47.34,525.54,2388.05,8149.92,8.3506,392.0,39.1,23.5253,101.0,0,358.0,102.0
34.0,359.0,642.83,1582.49,1411.27,21.58,558.14,2388.1,9074.63,47.34,526.09,2388.16,8154.32,8.3032,393.0,39.17,23.4627,100.0,0,359.0,101.0
34.0,360.0,642.57,1591.2,1406.58,21.58,558.49,2388.12,9079.44,47.39,525.89,2388.12,8149.0,8.3257,392.0,39.25,23.4924,99.0,0,360.0,100.0
34.0,361.0,642.15,1587.71,1403.5,21.58,558.77,2388.13,9074.92,47.45,526.36,2388.12,8156.12,8.3306,393.0,39.29,23.5522,98.0,0,361.0,99.0
34.0,362.0,642.29,1582.94,1413.06,21.58,558.4,2388.14,9076.0,47.25,526.23,2388.14,8152.22,8.3449,393.0,39.28,23.4841,97.0,0,362.0,98.0
34.0,363.0,642.09,1588.77,1399.5,21.58,558.45,2388.1,9071.4,47.46,526.11,2388.08,8147.44,8.3775,393.0,39.3,23.5395,96.0,0,363.0,97.0
34.0,364.0,642.71,1589.11,1401.76,21.58,557.45,2388.09,9077.07,47.54,525.91,2388.1,8148.26,8.3724,392.0,39.31,23.577,95.0,0,364.0,96.0
34.0,365.0,642.48,1586.85,1402.91,21.58,558.51,2388.1,9073.09,47.54,526.34,2388.09,8151.56,8.2867,393.0,39.24,23.5173,94.0,0,365.0,95.0
34.0,366.0,642.83,1588.54,1404.22,21.58,559.67,2388.12,9075.55,47.35,526.04,2388.14,8147.49,8.3592,393.0,39.26,23.4599,93.0,0,366.0,94.0
34.0,367.0,642.87,1588.08,1405.81,21.58,559.1,2388.23,9076.01,47.18,526.69,2388.17,8154.94,8.3079,392.0,39.34,23.5735,92.0,0,367.0,93.0
34.0,368.0,642.2,1588.74,1405.77,21.58,558.29,2388.17,9076.17,47.41,526.39,2388.19,8156.06,8.3397,392.0,39.22,23.6701,91.0,0,368.0,92.0
34.0,369.0,642.8,1589.39,1406.47,21.58,558.81,2388.1,9071.21,47.3,526.2,2388.12,8154.6,8.3201,394.0,39.06,23.4162,90.0,0,369.0,91.0
34.0,370.0,642.33,1587.48,1402.51,21.57,557.97,2388.11,9068.69,47.46,525.7,2388.13,8152.18,8.3144,393.0,39.38,23.4902,89.0,0,370.0,90.0
34.0,371.0,642.01,1585.9,1406.59,21.58,558.31,2388.13,9069.93,47.36,526.67,2388.16,8152.41,8.369,393.0,39.25,23.4863,88.0,0,371.0,89.0
34.0,372.0,642.32,1589.06,1402.93,21.58,558.06,2388.14,9077.92,47.31,526.6,2388.13,8154.27,8.3459,393.0,39.33,23.5889,87.0,0,372.0,88.0
